query_id,dam_size_gb,table_size_gb,migration_size_gb,migration_duration_ns
19,5.0,2.0,1.1882522869855165,35830292.0
19,5.0,2.5,2.300767919048667,67232063.0
19,7.5,0.75,0.6275889910757542,19451387.0
19,7.5,1.5,1.1882522869855165,35801851.0
19,7.5,2.25,2.2445739414542913,65754014.0
19,7.5,3.0,2.8614312149584293,83648243.0
19,7.5,3.75,2.8614312149584293,83789640.0
19,10.0,1.0,0.9082531994208694,28091529.0
19,10.0,2.0,1.1882522869855165,35763753.0
19,10.0,3.0,2.8614312149584293,83683920.0
19,10.0,4.0,2.8614312149584293,83552810.0
19,10.0,5.0,4.519416695460677,131113014.0
19,12.5,1.25,1.1882522869855165,35812389.0
19,12.5,2.5,2.300767919048667,67284664.0
19,12.5,3.75,2.8614312149584293,83530741.0
19,12.5,5.0,4.519416695460677,130911053.0
19,12.5,6.25,4.519416695460677,131183127.0
20,2.5,0.25,0.24871054757386446,8118059.0
20,2.5,0.5,0.47228259313851595,14609591.0
20,2.5,0.75,0.7440739721059799,81509811.0
20,2.5,1.0,0.9910974306985736,29705508.0
20,2.5,1.25,1.2374755023047328,36767816.0
20,5.0,0.5,0.47228259313851595,14526591.0
20,5.0,1.0,0.9910974306985736,29751387.0
20,5.0,1.5,1.4894538400694728,78702713.0
20,5.0,2.0,1.9713619938120246,1712150487.0
20,5.0,2.5,2.4755982477217913,2521402204.0
20,7.5,0.75,0.7440739721059799,74587376.0
20,7.5,1.5,1.4894538400694728,85393400.0
20,7.5,2.25,2.194934039376676,2543905251.0
20,7.5,3.0,2.9996634470298886,87379419.0
20,7.5,3.75,3.7424227679148316,1661493545.0
20,10.0,1.0,0.9910974306985736,30080352.0
20,10.0,2.0,1.9713619938120246,2492464396.0
20,10.0,3.0,2.9996634470298886,87275789.0
20,10.0,4.0,3.868112967349589,2517500872.0
20,10.0,5.0,4.148777175694704,2579495027.0
20,12.5,1.25,1.2374755023047328,36791130.0
20,12.5,2.5,2.4755982477217913,2574000453.0
20,12.5,3.75,3.7424227679148316,2627856345.0
20,12.5,5.0,4.148777175694704,2528744125.0
20,12.5,6.25,5.755473533645272,1764001283.0
21,2.5,0.25,0.10085241962224245,58468335.0
21,2.5,0.5,0.380445403046906,79964805.0
21,2.5,0.75,0.380445403046906,55236473.0
21,2.5,1.0,0.9394755428656936,58944000.0
21,2.5,1.25,1.2190685262903571,79725956.0
21,5.0,0.5,0.380445403046906,83980998.0
21,5.0,1.0,0.9394755428656936,86161398.0
21,5.0,1.5,1.2190685262903571,59180306.0
21,5.0,2.0,1.9187525184825063,74905915.0
21,5.0,2.5,2.476058249361813,73644486.0
21,7.5,0.75,0.380445403046906,83405888.0
21,7.5,1.5,1.2190685262903571,83062450.0
